fishery_name,est_cg,param,bias_type,mean,sd,median,q2.5,q10,q90,q97.5,rhat,ess_bulk,ess_tail,post_var,prior_sigma,prior_var,prior_contraction,fit_config,model_file,n_div,runtime_sec,b_trailer_informed,b_weakly_informed,informed_flag
Stillaguamish salmon and gamefish 2025-26,Coho_Adult_AD|UM_Kept,b[2],trailer,1.352718339404937,0.6081572238519669,1.235217090428705,0.5538959266735113,0.7348182852567137,2.1568198706642265,3.0006006086575705,1.002080527494252,805.5129611351939,396.5016006317929,0.3698552089233314,1,4.670774270471604,0.9208150110653952,quick,BSS_creel_model_02_2021-01-22_ppc.stan,1,359.81850004196167,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2022-23,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.676414001301637,0.21366830981128557,1.6647055384387637,1.2980240767173228,1.4135745937698592,1.96610268076882,2.120980460467218,1.007894672687338,1289.2225716919295,510.7628878696589,0.04565414661761151,1,4.670774270471604,0.990225572041399,quick,BSS_creel_model_02_2021-01-22_ppc.stan,4,744.2261519432068,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2022-23,Coho_Adult_AD|UM_Kept,b[2],trailer,0.7175996435466796,0.23878093326995337,0.6768229183546177,0.38174740914879934,0.46226654720343247,1.0046353382171929,1.2601613464390826,0.9975212865686188,940.1586653064984,487.5030617698667,0.05701633409326992,1,4.670774270471604,0.987792958770514,quick,BSS_creel_model_02_2021-01-22_ppc.stan,4,744.2261519432068,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2024-25 [MS],Coho_Adult_AD|UM_Kept,b[1],vehicle,1.7728111248714364,0.19614773721394357,1.757655655808017,1.4227955778682508,1.526294863699441,2.0322736099114236,2.1846711234585112,1.0009229316588075,4446.883227021171,2688.780058455333,0.03847393481415026,1,4.670774270471604,0.9917628357556518,prod,BSS_creel_model_02_2021-01-22_ppc.stan,18,1358.9232249259949,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2024-25 [MS],Coho_Adult_AD|UM_Kept,b[2],trailer,3.340856360112854,1.550145733526367,3.0332134930710284,1.3077816521770491,1.7388351657955337,5.321564943109969,7.158747989528146,1.000436526039798,3398.9372458487173,3014.5741270966696,2.4029517951699986,1,4.670774270471604,0.4855345910502811,prod,BSS_creel_model_02_2021-01-22_ppc.stan,18,1358.9232249259949,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2025-26 [MS],Coho_Adult|Jack_UM|AD_Kept,b[1],vehicle,1.1429656172670477,0.10705304134759136,1.136769898228852,0.9440558491840212,1.0109594415503895,1.2818699117397223,1.366001551396179,1.000117447685195,4433.131998816321,3113.0535973500396,0.0114603536617691,1,4.670774270471604,0.9975463696170844,prod,BSS_creel_model_02_2021-01-22_ppc.stan,19,658.1377367973328,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2025-26 [MS],Coho_Adult|Jack_UM|AD_Kept,b[2],trailer,0.9637584880836249,0.4657562189987572,0.8616795839195318,0.3797898513158487,0.4985868716858154,1.5489315712446154,2.1362763049145745,1.001059467475572,2655.1118230179973,2766.270303098497,0.21692885553601823,1,4.670774270471604,0.9535561251787672,prod,BSS_creel_model_02_2021-01-22_ppc.stan,19,658.1377367973328,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2024-25 [NF],Coastal Cutthroat_NA_NA|UM|UNK_Released,b[1],vehicle,1.4633084628634407,0.5536616795288234,1.3616509169721271,0.6876203173443549,0.8642508427217424,2.166246845492079,2.831572248321843,1.000922210707433,7380.578670905256,5566.095321898678,0.30654125537867755,1,4.670774270471604,0.9343703553998284,prod_hard,BSS_creel_model_02_2021-01-22_ppc.stan,30,825.6648180484772,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2024-25 [NF],Coastal Cutthroat_NA_NA|UM|UNK_Released,b[2],trailer,1.0343889464427205,0.8378581090391768,0.8069410654258512,0.2070844658765141,0.3243821553907798,1.9866216566213255,3.231773367213102,1.001162899895003,4061.4634252919777,5111.787748364038,0.7020062108827051,1,4.670774270471604,0.8497023897470806,prod_hard,BSS_creel_model_02_2021-01-22_ppc.stan,30,825.6648180484772,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2025-26 [NF],Coastal Cutthroat_NA_NA|UM|UNK_Released,b[1],vehicle,1.1658823221840189,0.39538712699582496,1.102213816452636,0.5875829938900288,0.7251255213902841,1.6727122161796213,2.1147178965537687,1.000772338953014,6214.709929433919,5691.355337048197,0.15633098019401262,1,4.670774270471604,0.9665299645965918,prod_hard,BSS_creel_model_02_2021-01-22_ppc.stan,101,1585.2407941818237,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2025-26 [NF],Coastal Cutthroat_NA_NA|UM|UNK_Released,b[2],trailer,1.829197963173557,1.5820777888948376,1.378726723858398,0.3174095162576963,0.533572260402394,3.602254686368058,6.106544852293887,1.0008253538538665,4338.341961463696,5000.826764553123,2.5029701301143783,1,4.670774270471604,0.4641209390190343,prod_hard,BSS_creel_model_02_2021-01-22_ppc.stan,101,1585.2407941818237,TRUE,FALSE,informed
